ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.56105,,,,,,,,,,,,,,,edad7555-fd58-49c6-8a80-092d4c2b5820,1641,,,"[29.6, 38.7]",3754041,35,,,,,0.589023,,Left Foot,,,"[52.2, 53.8]",,Ground Pass,,27.180325,,,,Ashley Westwood,3583.0,,,,,,,1,From Keeper,Joleon Lescott,20285.0,Center Back,76,Aston Villa,59,['8667d242-f2c0-4279-99e4-a0e3b9b4db51'],46,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:35:46.828,Pass,
,,,,,,,,,,,,,,,1.257423,,,,,,,,,,,,,,,27fca697-1fba-4d9b-8723-9058ce41751a,1644,,,"[50.2, 55.5]",3754041,35,,,,,1.2393998,,Right Foot,,,"[56.6, 74.1]",,Ground Pass,,19.670282,,,,Jordan Lyden,20951.0,,,,,,,1,From Keeper,Ashley Westwood,3583.0,Right Center Midfield,76,Aston Villa,59,['9148dc24-3d6e-4c58-a21a-dc75fc306083'],49,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:35:49.403,Pass,
,,,,,,,,,,,,,,,1.638481,,,,,,,,,,,,,,,d60c27af-e562-4215-8600-c4405f8c167e,1647,,,"[57.3, 75.4]",3754041,35,,,,,-2.7846806,,Right Foot,,,"[45.5, 71.0]",,Ground Pass,,12.593649,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Jordan Lyden,20951.0,Right Wing Back,76,Aston Villa,59,['c942e77a-42f3-4a72-9876-a8a959667b08'],52,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:35:52.831,Pass,
,,,,,,,,,,,,,,,1.122471,,,,,,,,,,,,,,,4a961ecd-e903-4bf6-b9f1-22f605e1d561,1650,,,"[45.5, 71.0]",3754041,35,,,,,-0.5552632,,Right Foot,,,"[56.3, 64.3]",,Ground Pass,,12.709445,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['11c7d57a-8096-40e9-9756-9188ba9ceb23'],55,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:35:55.356,Pass,
,,,,,,,,,,,,,,,1.265236,,,,,,,,,,,,,,,3d73f34f-feb0-4abc-9790-24df84e39ad3,1654,,,"[64.7, 65.3]",3754041,35,,,,,-1.4101244,,Right Foot,,,"[69.4, 36.3]",,Ground Pass,,29.378393,,,,Jordan Ayew,3450.0,,,,,,,1,From Keeper,Idrissa Gana Gueye,3436.0,Left Center Midfield,76,Aston Villa,59,"['bdc06e4d-a823-4562-ac13-a0feebcc740b', 'd73f1f2c-6b5c-4b59-ada4-67b7e0901984']",58,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:35:58.329,Pass,True
,,,,,,,,,,,,,,,1.78123,,,,,,,,,,,,,,,f0072316-79fd-417c-b5ea-5849bebebd2a,1658,,,"[83.6, 49.8]",3754041,36,,,,,1.3147405,,Right Foot,,,"[89.7, 73.1]",,Ground Pass,,24.085266,,,,Jordan Lyden,20951.0,,,,,,,1,From Keeper,Jordan Ayew,3450.0,Left Center Forward,76,Aston Villa,59,['d601ff8e-65b8-41f0-b68d-85c9d8864910'],5,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:05.940,Pass,
,,,,,,,,,,,,,,,1.403806,,,,,,,,,,,,,,,ddd0bfcd-cae7-49af-8b21-fa73971029b0,1660,,,"[90.7, 75.8]",3754041,36,,,,,-2.7435784,,Right Foot,,,"[81.9, 72.1]",,Ground Pass,,9.546204,,,,Ashley Westwood,3583.0,,,,,,,1,From Keeper,Jordan Lyden,20951.0,Right Wing Back,76,Aston Villa,59,['9d96a26b-5b83-4bff-b7fe-cd9cfe2b0eb3'],7,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:07.722,Pass,
,,,,,,,,,,,,,,,1.931186,,,,,,,,,,,,,,,eee3abcb-1422-43fb-9470-adc8a7e74c22,1663,,,"[79.2, 71.4]",3754041,36,,,,,-2.7423718,,Right Foot,,,"[66.4, 66.0]",,Ground Pass,,13.892444,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Ashley Westwood,3583.0,Right Center Midfield,76,Aston Villa,59,['69c01c10-f437-4ab4-be04-3a61b138214f'],10,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:10.964,Pass,
,,,,,,,,,,,,,,,0.965825,,,,,,,,,,,,,,,30162e70-ada0-43d7-ac3a-22a32d815834,1666,,,"[65.1, 67.3]",3754041,36,,,,,-0.36933365,,Right Foot,,,"[80.6, 61.3]",,Ground Pass,,16.62077,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['5bf95274-4484-43a0-9664-a5d86206a8c6'],13,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:13.112,Pass,
,,,,,,,,,,,,,,,1.012394,,,,,,,,,,,,,,,c1aefc07-aea5-4a0e-a6ec-5963954d2e42,1668,,,"[82.6, 60.6]",3754041,36,,,,,2.8422265,,Right Foot,,,"[66.4, 65.6]",,Ground Pass,,16.954056,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,76,Aston Villa,59,['2db41988-59f5-4031-9d6c-7c6e2613cf22'],14,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:14.078,Pass,
,,,,,,,,,,,,,,,0.749074,,,,,,,,,,,,,,,89c5fc90-f346-4081-8b51-5443abc636b4,1671,,,"[64.1, 63.6]",3754041,36,,,,,-0.019864935,,Right Foot,,,"[79.2, 63.3]",,Ground Pass,,15.10298,,,,Scott Sinclair,11117.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['de421a63-0ef6-4f8f-94d3-4bdf46f5b820'],16,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:16.105,Pass,
,,,,,,,,,,,,,,,1.065568,,,,,,,,,,,,,,,d8c8d1d6-17e0-4863-a564-511b67e2122d,1673,,,"[78.9, 62.9]",3754041,36,,,,,2.915781,,Right Foot,,,"[64.1, 66.3]",,Ground Pass,,15.185519,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Scott Sinclair,11117.0,Right Center Forward,76,Aston Villa,59,['63d08f75-318a-476d-b2ce-8fa4c27708a7'],16,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:16.854,Pass,
,,,,,,,,,,,,,,,0.858471,,,,,,,,,,,,,,,7fe17575-2db6-4fc0-97ab-46f7c15ce8f5,1676,,,"[61.0, 64.3]",3754041,36,,,,,0.96850896,,Right Foot,,,"[69.8, 77.1]",,Ground Pass,,15.533191,,,,Ashley Westwood,3583.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['fb2ef8e5-4001-4c38-9b6a-82406bc725ba'],18,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:18.761,Pass,
,,,,,,,,,,,,,,,1.548669,,,,,,,,,,,,,,,b14e8237-c6d9-4963-9ba4-bc9435178c76,1679,,,"[69.8, 76.4]",3754041,36,,,,,-2.6828954,,Right Foot,,,"[61.7, 72.4]",,Ground Pass,,9.033825,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Ashley Westwood,3583.0,Right Center Midfield,76,Aston Villa,59,['6b3236e5-de0a-4be9-93ac-8fe30665dcef'],20,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:20.392,Pass,
,,,,,,,,,,,,,,,1.125179,,,,,,,,,,,,,,,65bd2d61-8a17-4949-a0f4-d4ded698b399,1682,,,"[63.0, 72.7]",3754041,36,,,,,-1.1388841,,Right Foot,,,"[74.8, 47.1]",,Ground Pass,,28.18865,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['704ad957-d68c-489b-938f-f39330a34729'],23,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:23.369,Pass,
,,,,,,,,,,,,,,,0.878923,,,,,,,,,,,,,,,9bb39179-0700-4853-8b78-06b59e786f3d,1685,,,"[74.8, 47.1]",3754041,36,,,,,1.9842769,,Right Foot,,,"[70.5, 56.9]",,Ground Pass,,10.701869,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,From Keeper,Idrissa Gana Gueye,3436.0,Left Center Midfield,76,Aston Villa,59,['b5a3ef15-58ca-451e-a71e-5d475d46a611'],24,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:24.773,Pass,
,,,,,,,,,,,,,,,2.148851,,,,,,,,,,,,,,,be35084b-bb38-461e-a46e-20c73c510422,1688,,,"[70.5, 55.9]",3754041,36,,,,,-1.6274159,,Right Foot,,,"[69.1, 31.2]",,Ground Pass,,24.739645,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,From Keeper,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,76,Aston Villa,59,"['614b044a-2a3b-4c5c-afb0-97ba9c6b8891', '7f82927c-f34c-4499-a01b-28e7c5ee9935']",25,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:25.652,Pass,True
,,,,,,,,,,,,,,,1.611882,,,,,,,,,,,,,,,3322cae9-9c63-4577-8f98-f80cfc301fa0,1691,,,"[68.1, 24.5]",3754041,36,,,,,0.59769017,,Right Foot,,,"[89.4, 39.0]",,Low Pass,,25.767033,,,,Jordan Ayew,3450.0,,,,,,,1,From Keeper,Idrissa Gana Gueye,3436.0,Left Center Midfield,76,Aston Villa,59,['8496b38e-06e4-4880-81e7-e60721a4e8ac'],30,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:30.817,Pass,
,,,,,,,,,,,,,,,1.427644,,,,,,,,,,,,,,,900379e9-7ef3-4a10-bd42-a7e9f7f1e2fc,1694,,,"[78.2, 35.6]",3754041,36,,,,,-1.450773,,Right Foot,,,"[80.6, 15.7]",,Ground Pass,,20.0442,,,,Aly Cissokho,27146.0,,,,,,,1,From Keeper,Jordan Ayew,3450.0,Left Center Forward,76,Aston Villa,59,['1b05d27a-0747-4f8b-87b9-886110e00d28'],36,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:36.048,Pass,
,,,,,,,,,,,,,,,0.958437,,,,,,,,,,,,,,,62d8ae99-f4d4-4b21-b828-57f7a282a2a5,1697,,,"[84.6, 9.0]",3754041,36,,,,,2.2061121,,Left Foot,,,"[75.9, 20.8]",,Ground Pass,,14.660491,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,From Keeper,Aly Cissokho,27146.0,Left Wing Back,76,Aston Villa,59,['0fd0743d-a829-41dd-9081-a5d2ae3c9d2a'],38,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:38.677,Pass,
,,,,,,,,,,,,,,,1.143465,,,,,,,,,,,,,,,5789eb06-19be-4f81-a4e2-18b43b11abd4,1701,,,"[73.5, 14.7]",3754041,36,,,,,0.7086263,,Right Foot,,,"[82.6, 22.5]",,Ground Pass,,11.985408,,,,Jordan Ayew,3450.0,,,,,,,1,From Keeper,Idrissa Gana Gueye,3436.0,Left Center Midfield,76,Aston Villa,59,['68172237-b1ca-4dc5-b33d-5f632ccd7162'],40,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:40.038,Pass,
,,,,,,,,,,,,,,,1.396028,,,,,,,,,,,,,,,03a4d3b3-7165-4a6c-aa4a-84cdff8621e5,1704,,,"[79.9, 25.8]",3754041,36,,,,,2.0595865,,Right Foot,,,"[65.7, 52.5]",,Low Pass,,30.241198,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Jordan Ayew,3450.0,Left Center Forward,76,Aston Villa,59,['dabcde71-c03b-4c7e-90bd-f6e356196159'],44,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:44.989,Pass,
,,,,,,,,,,,,,,,1.674206,,,,,,,,,,,,,,,67624604-698a-46ad-898c-2f55312064fb,1707,,,"[62.4, 50.5]",3754041,36,,,,,1.0263654,,Right Foot,,,"[77.9, 76.1]",,Ground Pass,,29.926744,,,,Jordan Lyden,20951.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['fafcd077-20d6-467a-9305-73f339dbdda1'],48,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:48.489,Pass,
,,,,,,,,,,,,,,,2.300223,,,,,,,,,,,,,,,e456b381-ba6d-4a31-85ef-bc9d9f644338,1710,,,"[77.2, 74.4]",3754041,36,,,,,-2.2936313,,Right Foot,,,"[57.0, 51.5]",,Ground Pass,,30.536045,,,,Leandro Bacuna,9533.0,,,,,,,1,From Keeper,Jordan Lyden,20951.0,Right Wing Back,76,Aston Villa,59,['4e559927-ea47-4a62-8334-c7c50616543f'],51,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:51.017,Pass,
,,,,,,,,,,,,,,,1.39844,,,,,,,,,,,,,,,2c8b860d-3684-4d61-8fc6-c26666cd8750,1713,,,"[56.0, 48.4]",3754041,36,,,,,-1.7188283,,Right Foot,,,"[54.3, 37.0]",,Ground Pass,,11.526057,,,,Joleon Lescott,20285.0,,,,,,,1,From Keeper,Leandro Bacuna,9533.0,Right Center Back,76,Aston Villa,59,['809f8a91-1f26-4f63-8c36-23920353141f'],53,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:53.564,Pass,
,,,,,,,,,,,,,,,1.246423,,,,,,,,,,,,,,,bfdf6559-cade-40e4-b846-8b44c0cf2927,1715,,,"[54.3, 37.0]",3754041,36,,,,,0.5064349,,Left Foot,,,"[67.1, 44.1]",,Ground Pass,,14.637281,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,From Keeper,Joleon Lescott,20285.0,Center Back,76,Aston Villa,59,['a37e055f-7944-4582-b255-ade1b886c717'],54,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:54.962,Pass,
,,,,,,,,,,,,,,,0.695106,,,,,,,,,,,,,,,7e0441a9-12b5-407b-9dc4-28992e2427b3,1718,,,"[66.8, 54.9]",3754041,37,,,,,-0.79131526,,Right Foot,,,"[75.2, 46.4]",,Ground Pass,,11.950314,,,,Scott Sinclair,11117.0,,,,,,,1,From Keeper,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,76,Aston Villa,59,['f4fac890-f121-43ed-8522-470716cc41c7'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:00.593,Pass,
,,,,,,,,,,,,,,,0.729,,,,,,,,,,,,,,,f5e793fa-af08-4c48-879b-7637a6dbed0e,1721,,,"[75.2, 46.4]",3754041,37,,,,,2.4398696,,Left Foot,,,"[66.8, 53.5]",,Ground Pass,,10.998636,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,From Keeper,Scott Sinclair,11117.0,Right Center Forward,76,Aston Villa,59,['86d08285-7eb3-47b5-bb27-12ce57b1cbe5'],1,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:01.351,Pass,
,,,,,,,,,,,,,,,2.275076,,,,,,,,,,,,,,,baea5b78-26fc-4f78-b36a-f4f5b94852ba,1724,,,"[66.8, 53.5]",3754041,37,,,,,-1.8010868,,Right Foot,,,"[57.0, 11.7]",,High Pass,,42.933437,,,,Aly Cissokho,27146.0,,,True,,,,1,From Keeper,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,76,Aston Villa,59,['9ec5a798-06c6-44af-87ab-24752b34f27f'],3,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:03.194,Pass,
,,,,,,,,,,,,,,,1.528859,,,,,,,,,,,,,,,1d4543e2-cb8b-41a6-86d5-5618994d1221,1727,,,"[63.0, 14.7]",3754041,37,,,,,0.15741688,,Left Foot,,,"[81.9, 17.7]",,Ground Pass,,19.136614,,,,Jordan Ayew,3450.0,,,,,,,1,From Keeper,Aly Cissokho,27146.0,Left Wing Back,76,Aston Villa,59,['b41417fc-80db-47ec-a23f-08a63e57b3fa'],8,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:08.257,Pass,
,,,,,,,,,,,,,,,0.644166,,,,,,,,,,,,,,,9316d6bd-cb02-4945-be86-b2b1d465f281,1741,,,"[93.7, 30.2]",3754041,37,,,,,0.17097612,4cb8f367-91b5-428e-b4ce-5141408c6a28,Right Foot,,,"[107.6, 32.6]",,Low Pass,,14.105673,,,,Scott Sinclair,11117.0,True,,,,,,1,From Keeper,Jordan Ayew,3450.0,Left Center Forward,76,Aston Villa,59,['a2cdb7be-36ea-448d-a256-0b6c5b6ffd42'],15,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:15.474,Pass,
,,,,,,,,,,,,,,,0.399575,,,,,,,,,,,,,,,0bc18e37-5860-4405-9b76-ecee58b4aa8f,1747,,,"[116.7, 53.5]",3754041,37,,,,,-2.116963,,Right Foot,True,True,"[113.6, 48.4]",,Ground Pass,,5.9682493,,Incomplete,,Ashley Westwood,3583.0,,,,,,Recovery,1,From Keeper,Jordan Lyden,20951.0,Right Wing Back,76,Aston Villa,59,"['7ef9f5e5-f232-4b72-8ccb-8c6fd5058c74', 'c7d79807-29ce-4d7a-b1f8-21afe2653a06']",19,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:19.013,Pass,
,,,,,,,,,,,,,,,2.480076,,,,,,,,,,,,,,,a8068adb-e18f-4254-9d70-d1fd1a41a924,1751,,,"[4.8, 23.6]",3754041,37,,,,,-0.072303645,,Left Foot,,,"[47.6, 20.5]",,High Pass,,42.91212,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,77,Arsenal,1,['e91f05c1-1aa5-48fc-87e6-e204c1746d3d'],21,,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:21.409,Pass,
,,,,,,,,,,,,,,,2.024459,,,,,,,,,,,,,,,da82a772-639b-4253-bf6f-b4cefe7733e6,1754,,,"[48.0, 20.9]",3754041,37,,,,,-1.0649203,,Right Foot,,,"[55.7, 7.0]",,High Pass,,15.890248,,,,Mesut Özil,3496.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,77,Arsenal,1,['9928a30f-ed8c-41fe-95bf-3060f7565ca7'],23,,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:23.929,Pass,
,,,,,,,,,,,,,,,2.493793,,,,,,,,,,,,,,,c7774f45-94ab-4c6b-894e-2b6e1664c3b5,1757,,,"[53.3, 6.7]",3754041,37,,,,,1.00394,,Left Foot,,,"[85.7, 57.6]",,High Pass,,60.337135,,,,Olivier Giroud,3604.0,,,True,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,77,Arsenal,1,['0172fcc9-efb7-4e9e-9290-b2cf2278ccc3'],28,,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:28.988,Pass,
,,,,,,,,,,,,,,,2.403779,,,,,,,,,,,,,,,080f4cff-0269-45ff-9479-18cf4ef34acc,1759,,,"[85.7, 53.2]",3754041,37,,,,,-1.3284632,,Head,,,"[90.1, 35.4]",,Low Pass,,18.335758,,Incomplete,,Jack Wilshere,3388.0,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,77,Arsenal,1,"['2cd8c58b-20ff-44c8-bbc7-331f009f589b', 'a94f70ba-54cd-4ccd-b6f2-3a32d7133abe']",31,,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:31.562,Pass,
,,,,,,,,,,,,,,,1.794812,,,,,,,,,,,,,,,a94f70ba-54cd-4ccd-b6f2-3a32d7133abe,1761,,,"[30.0, 44.7]",3754041,37,,,,,0.08620557,,Left Foot,,,"[38.1, 45.4]",,High Pass,,8.130191,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,Recovery,1,Regular Play,Joleon Lescott,20285.0,Center Back,78,Aston Villa,59,"['080f4cff-0269-45ff-9479-18cf4ef34acc', '35925fd2-0486-4bab-a236-bc1a085c6317']",33,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:33.966,Pass,
,,,,,,,,,,,,,,,0.644325,,,,,,,,,,,,,,,b4a68a69-18de-44a1-9afc-fd2bb0f7e8f3,1764,,,"[44.1, 48.4]",3754041,37,,,,,-1.4950793,,Right Foot,,,"[45.2, 33.9]",,Ground Pass,,14.541664,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,78,Aston Villa,59,['e18ad572-7a72-4447-9ba8-1911f58072df'],37,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:37.121,Pass,
,,,,,,,,,,,,,,,0.693437,,,,,,,,,,,,,,,47957d34-62c0-4634-aa45-359a4948a9a2,1768,,,"[69.8, 31.2]",3754041,37,,,,,-0.26121855,,Right Foot,,,"[79.9, 28.5]",,Ground Pass,,10.454664,,,,Jordan Ayew,3450.0,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,78,Aston Villa,59,['e5d8e470-334b-4ba7-81c2-cb6351487a84'],44,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:44.607,Pass,
,,,,,,,,,,,,,,,1.376993,,,,,,,,,,,,,,,b203405b-dfad-4abc-8465-28c40b2c0406,1771,,,"[79.9, 29.6]",3754041,37,,,,,-1.9095907,,Right Foot,,,"[72.5, 8.6]",,Ground Pass,,22.265669,,,,Aly Cissokho,27146.0,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Center Forward,78,Aston Villa,59,['9a2a5438-da78-4055-9b47-78089f4f2666'],45,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:45.864,Pass,
,,,,,,,,,,,,,,,1.52552,,,,,,,,,,,,,,,e8167196-1be1-4783-b8cd-718267485828,1774,,,"[72.5, 8.6]",3754041,37,,,,,2.0320742,,Right Foot,,,"[64.1, 25.5]",,Ground Pass,,18.872467,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,Regular Play,Aly Cissokho,27146.0,Left Wing Back,78,Aston Villa,59,['a55ff2dc-b15d-439d-a34f-a6d11be63ad5'],48,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:48.301,Pass,
,,,,,,,,,,,,,,,1.072038,,,,,,,,,,,,,,,3e3cf31d-da69-4ba3-b496-a10e3530a9d4,1777,,,"[64.1, 25.5]",3754041,37,,,,,1.4178339,,Right Foot,,,"[67.8, 49.5]",,Ground Pass,,24.283533,,,,Ashley Westwood,3583.0,,,,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,78,Aston Villa,59,['97c54794-cb9f-4c17-97b8-d961f0fe4084'],52,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:52.603,Pass,
,,,,,,,,,,,,,,,1.535229,,,,,,,,,,,,,,,36bad927-f49f-44fe-b03a-b95b28678016,1780,,,"[82.3, 65.0]",3754041,37,,,,,0.9514233,,Right Foot,,,"[90.0, 75.8]",,Ground Pass,,13.263861,,,,Jordan Lyden,20951.0,,,,,,,1,Regular Play,Ashley Westwood,3583.0,Right Center Midfield,78,Aston Villa,59,['e80bfdfc-77d8-4472-8fd9-a121a2a29899'],56,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:56.761,Pass,
,,,,,,,,,,,,,,,2.054569,,,,,,,,,,,,,,,75342a3c-7ed0-44b1-99ad-0245ba589071,1783,,,"[87.3, 76.1]",3754041,37,,,,,-1.5004898,,Right Foot,,,"[88.3, 61.9]",,Ground Pass,,14.2351675,,,,Scott Sinclair,11117.0,,,,,,,1,Regular Play,Jordan Lyden,20951.0,Right Wing Back,78,Aston Villa,59,['d9986323-f326-495c-ae44-17fdf6115507'],59,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:59.982,Pass,
,,,,,,,,,,,,,,,1.129293,,,,,,,,,,,,,,,58218b3f-0f36-415d-b1fc-f137d8d8e6d3,1786,,,"[80.9, 61.3]",3754041,38,,,,,1.3404746,,Right Foot,,,"[84.3, 75.8]",,Ground Pass,,14.893287,,,,Jordan Lyden,20951.0,,,,,,,1,Regular Play,Scott Sinclair,11117.0,Right Center Forward,78,Aston Villa,59,['7b5c75f8-69b2-4858-b6ba-e3d25fc93a25'],3,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:03.787,Pass,
,,,,,,,,,,,,,,,1.774018,,,,,,,,,,,,,,,ccc34123-f070-4f1e-80ab-3c5b00e34460,1789,,,"[84.3, 75.8]",3754041,38,,,,,-2.9604325,,Right Foot,,,"[64.1, 72.1]",,Ground Pass,,20.536066,,,,Leandro Bacuna,9533.0,,,,,,,1,Regular Play,Jordan Lyden,20951.0,Right Wing Back,78,Aston Villa,59,['e62f9e58-4bf0-43ac-bf15-50e73e8631de'],5,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:05.848,Pass,
,,,,,,,,,,,,,,,2.716551,,,,,,,,,,,,,,,1b9bea23-9538-4632-a19b-7fc977893b21,1792,,,"[64.1, 72.1]",3754041,38,,,,,-1.4238192,,Right Foot,,,"[69.4, 36.3]",,Ground Pass,,36.190193,,,,Idrissa Gana Gueye,3436.0,,,,,,,1,Regular Play,Leandro Bacuna,9533.0,Right Center Back,78,Aston Villa,59,['ff7d4e57-7062-4b4b-9223-4d8a617bed8b'],8,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:08.784,Pass,
,,,,,,,,,,,,,,,1.803838,,,,,,,,,,,,,,,b4c3d0b9-f64b-4295-899c-269e8a52cf3c,1799,,,"[73.8, 30.6]",3754041,38,,,,,-1.9493419,,Right Foot,,,"[66.8, 13.0]",,Ground Pass,,18.940962,,,,Kevin Toner,75899.0,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,78,Aston Villa,59,['e0ee6b1c-b407-4a6c-b084-2be65e21eee7'],16,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:16.708,Pass,
